id_solicitud,fecha_solicitud,cedula_ciudadania,nombre,apellido,edad,ingresos_anuales,puntaje_crediticio,historial_pagos,deuda_actual,antiguedad_laboral,estado_civil,numero_dependientes,tipo_empleo,solicitud_credito,inicio_mes,inicio_semana
RA-2025012106,2025-01-21,344106950,Alba,Gaitán,36,85126.55,479,Malo,30418.98,14,Casado,1,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012101,2025-01-21,026100708,Rolando,Reyes,46,110030.13,479,Malo,25398.94,10,Soltero,3,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012104,2025-01-21,558063616,Rodrigo,González,68,167827.72,656,Regular,41572.08,35,Soltero,1,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012103,2025-01-21,759707162,Sonia,Jiménez,56,215010.2,697,Bueno,1570.53,15,Divorciado,0,Desempleado,1.0,2025-01-01,2025-01-20
RA-2025012102,2025-01-21,649613590,Gildardo,Cuesta,25,22656.11,487,Bueno,38454.88,34,Soltero,2,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012105,2025-01-21,026330091,Jorge,Quintero,55,233190.76,734,Malo,6070.89,37,Soltero,1,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012219,2025-01-22,179206920,Cecilia,Pacheco,18,16585.68,509,Regular,42426.07,27,Viudo,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012218,2025-01-22,954318034,Jaider,Bautista,18,78814.27,823,Malo,33996.02,6,Soltero,5,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012217,2025-01-22,750116496,Norma,Martínez,63,82747.08,375,Bueno,48861.48,35,Divorciado,2,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012216,2025-01-22,417316677,Esteban,Orozco,75,94843.05,406,Regular,26272.86,27,Soltero,2,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012215,2025-01-22,976940008,Diana,García,56,62488.56,428,Bueno,6197.54,40,Viudo,1,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012214,2025-01-22,687525868,Mónica,Castillo,22,218962.28,780,Bueno,41718.5,11,Soltero,0,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012213,2025-01-22,827772720,Andrés,Caballero,53,143262.65,786,Bueno,25852.18,34,Soltero,5,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012211,2025-01-22,745447320,Carlos,Maldonado,41,98537.68,599,Regular,38308.35,40,Viudo,2,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012210,2025-01-22,839381789,Paula,Orozco,54,91704.03,813,Bueno,44933.88,32,Viudo,2,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012212,2025-01-22,059900069,Rosa,Muñoz,19,18931.6,497,Malo,35155.23,15,Casado,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012208,2025-01-22,724576278,Víctor,Rueda,60,149883.86,452,Bueno,27833.21,25,Divorciado,2,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012209,2025-01-22,708590220,Liliana,Vega,58,26458.28,522,Regular,2257.73,16,Viudo,4,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012202,2025-01-22,902921470,Juan,López,34,148427.69,701,Malo,44852.81,5,Casado,1,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012203,2025-01-22,358569296,Augusto,Buitrago,20,174174.91,381,Bueno,12254.87,33,Soltero,2,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012204,2025-01-22,340659652,Julio,Rojas,39,151063.08,357,Malo,38279.02,16,Casado,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012201,2025-01-22,091453698,Francisco,Sierra,65,177231.51,591,Malo,24907.71,20,Viudo,3,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012206,2025-01-22,373361512,Fredy,Ortega,25,131767.96,838,Bueno,38794.5,19,Viudo,1,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012207,2025-01-22,637622438,Luz,Delgado,56,179390.28,822,Regular,40408.56,0,Divorciado,1,Desempleado,1.0,2025-01-01,2025-01-20
RA-2025012205,2025-01-22,754282710,Walter,Jaramillo,66,73332.54,452,Bueno,35241.03,7,Casado,4,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012311,2025-01-23,619685716,Yaneth,Rojas,32,185488.14,564,Bueno,25995.64,36,Divorciado,5,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012318,2025-01-23,286094900,Daniela,Suárez,41,27738.09,372,Bueno,19775.72,16,Viudo,2,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012317,2025-01-23,783547524,Mariela,Gómez,32,228813.03,587,Bueno,18967.54,7,Soltero,4,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012316,2025-01-23,765834857,Germán,Herrera,44,143869.26,354,Bueno,16966.84,16,Viudo,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012315,2025-01-23,016977346,Johanna,Montoya,69,217110.7,452,Malo,53.57,8,Casado,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012319,2025-01-23,418945592,Rosa,González,56,37976.09,428,Bueno,19249.57,34,Viudo,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012313,2025-01-23,738836853,Enrique,Galvis,40,157939.83,714,Regular,45523.82,20,Divorciado,5,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012312,2025-01-23,105193358,Julio,Peña,58,223347.99,812,Regular,49953.53,10,Casado,3,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012310,2025-01-23,382607244,Ana,Gil,69,126416.35,318,Regular,25833.69,14,Divorciado,5,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012314,2025-01-23,163148688,Inés,Díaz,28,98213.22,400,Malo,26914.27,32,Casado,3,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012308,2025-01-23,184394146,Marcela,Medina,46,213886.15,790,Malo,19850.2,39,Divorciado,5,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012307,2025-01-23,055974685,Lorena,Naranjo,67,128421.21,334,Regular,6546.92,21,Casado,0,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012306,2025-01-23,654713900,Andrés,Guerra,44,95835.96,546,Regular,42963.25,10,Casado,4,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012305,2025-01-23,997582710,Luz,Valencia,39,156718.4,620,Bueno,33140.56,26,Casado,1,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012304,2025-01-23,514224840,José,Vera,70,242711.67,793,Malo,37230.38,24,Divorciado,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012303,2025-01-23,569777501,Fernando,Zambrano,66,166651.43,387,Regular,16868.88,26,Soltero,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012302,2025-01-23,516987068,Carlos,Jiménez,71,181027.46,651,Bueno,33391.34,40,Viudo,5,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012301,2025-01-23,837517273,María,Hernández,71,90346.23,371,Malo,1707.29,1,Casado,2,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012309,2025-01-23,990306013,Rosa,Suárez,69,231310.0,469,Regular,33746.43,32,Soltero,5,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012415,2025-01-24,204292057,Antonio,García,27,150320.42,616,Regular,9859.15,23,Viudo,1,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012416,2025-01-24,347893298,José,Arrieta,63,104490.64,719,Bueno,14192.11,20,Soltero,0,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012417,2025-01-24,546233873,Luz,Durán,29,67856.05,799,Regular,48797.72,14,Casado,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012418,2025-01-24,318854850,Martha,López,69,23343.4,306,Regular,4718.98,37,Divorciado,5,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012419,2025-01-24,077803614,Daniel,Correa,77,220934.51,582,Regular,16225.47,31,Divorciado,2,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012423,2025-01-24,188129328,Jerson,Quintero,66,149087.29,423,Regular,19365.39,24,Soltero,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012421,2025-01-24,855024957,Luz,Ramírez,51,78174.05,399,Regular,36598.39,35,Soltero,1,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012422,2025-01-24,007208544,Cecilia,Romero,68,85049.16,672,Regular,30012.1,19,Divorciado,0,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012424,2025-01-24,668392220,Andrés,Moreno,42,24678.6,729,Bueno,24424.28,0,Casado,4,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012425,2025-01-24,343033595,Nora,Ruiz,48,162292.34,728,Bueno,20102.62,23,Casado,2,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012420,2025-01-24,574653093,Nelcy,Gutiérrez,80,43957.38,380,Regular,49302.93,13,Soltero,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012414,2025-01-24,156502391,José,Ángel,19,62285.49,384,Regular,14321.19,17,Casado,3,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012411,2025-01-24,778297367,Nathalia,Hernández,33,230924.25,729,Regular,43774.71,16,Divorciado,4,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012412,2025-01-24,024145585,Jaime,Sarmiento,59,94797.02,732,Regular,19713.51,36,Divorciado,3,Desempleado,1.0,2025-01-01,2025-01-20
RA-2025012401,2025-01-24,252737952,Cristina,Rodríguez,41,138573.83,442,Malo,38722.18,15,Soltero,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012402,2025-01-24,502470450,Abelardo,Naranjo,23,79965.74,638,Malo,11621.28,4,Divorciado,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012413,2025-01-24,232319212,Cecilia,Fuentes,78,71467.94,520,Bueno,33084.34,25,Casado,2,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012404,2025-01-24,124800844,Carlos,Velásquez,69,57830.44,725,Bueno,36056.12,14,Viudo,1,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012405,2025-01-24,442871589,Diana,García,45,100163.31,543,Malo,33890.65,5,Casado,1,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012403,2025-01-24,180709515,Sergio,Franco,48,249772.52,341,Regular,31570.69,3,Casado,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012407,2025-01-24,951683651,Ana,Jaimes,41,130238.35,365,Bueno,38858.92,37,Soltero,1,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012408,2025-01-24,777902465,Carlos,Cruz,29,27428.65,561,Bueno,9771.46,22,Viudo,4,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012409,2025-01-24,426100463,María,Ayala,34,229267.97,582,Bueno,37361.12,15,Casado,2,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012410,2025-01-24,424417704,Inés,Forero,25,56691.39,674,Bueno,15814.76,5,Viudo,0,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012406,2025-01-24,191746190,David,Mosquera,33,76532.39,482,Regular,36297.12,10,Casado,4,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012509,2025-01-25,244145811,Libardo,Romero,28,114401.63,438,Bueno,28449.24,17,Casado,1,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012513,2025-01-25,855402299,Luz,Villamizar,79,156805.22,835,Bueno,6521.32,31,Casado,2,Fijo,1.0,2025-01-01,2025-01-20
RA-2025012512,2025-01-25,984568217,Augusto,Muñoz,28,61376.49,556,Regular,39245.43,18,Soltero,5,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012511,2025-01-25,488952951,Luis,Romero,55,229275.44,702,Bueno,11312.68,30,Divorciado,0,Fijo,1.0,2025-01-01,2025-01-20
RA-2025012510,2025-01-25,774687467,Juan,Torres,36,218721.26,594,Bueno,32033.28,40,Divorciado,5,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012508,2025-01-25,826310779,Nohora,Hernández,19,19839.93,410,Bueno,47383.21,39,Viudo,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012502,2025-01-25,706408246,Karina,Galeano,21,163376.52,621,Bueno,5726.43,30,Divorciado,5,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012506,2025-01-25,525817673,Diana,Toro,65,86997.59,848,Regular,35021.64,21,Casado,4,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012505,2025-01-25,609642589,Carolina,Vélez,38,59078.28,387,Malo,6979.38,30,Soltero,2,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012504,2025-01-25,632903414,Gilberto,Perea,44,107735.42,439,Regular,24490.58,24,Viudo,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012503,2025-01-25,664891520,César,Montoya,43,106405.08,503,Regular,20489.54,4,Divorciado,2,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012507,2025-01-25,502948302,Joaquín,Meneses,45,151208.58,401,Malo,47348.4,14,Divorciado,5,Fijo,0.0,2025-01-01,2025-01-20
RA-2025012501,2025-01-25,370119378,Andrea,Gómez,24,236613.73,646,Bueno,20955.19,37,Divorciado,1,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012613,2025-01-26,605939387,Tania,Pérez,41,204280.27,481,Bueno,22370.05,15,Viudo,2,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012612,2025-01-26,072421770,Antonio,Peña,20,249922.68,470,Regular,24566.24,36,Divorciado,0,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012611,2025-01-26,371790314,Inés,Pérez,55,60134.27,543,Malo,40448.28,21,Divorciado,5,Temporal,0.0,2025-01-01,2025-01-20
RA-2025012610,2025-01-26,819953150,Dora,Romero,37,164843.59,322,Bueno,30737.53,18,Viudo,3,Autonomo,,2025-01-01,2025-01-20
RA-2025012609,2025-01-26,339138286,José,Acosta,60,99315.76,540,Bueno,44371.26,15,Soltero,0,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012607,2025-01-26,915595675,Alirio,Gómez,36,184547.0,775,Regular,16404.61,19,Casado,0,Temporal,1.0,2025-01-01,2025-01-20
RA-2025012608,2025-01-26,621555886,Isabel,Barreto,23,24382.2,804,Regular,34441.97,11,Viudo,3,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012605,2025-01-26,385476525,Mauricio,Silva,46,120661.84,811,Malo,49618.5,38,Viudo,5,Autonomo,,2025-01-01,2025-01-20
RA-2025012604,2025-01-26,891826697,Angie,Rodríguez,46,90961.31,351,Malo,41355.13,37,Divorciado,2,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012603,2025-01-26,646010657,Sandra,Riascos,74,102840.54,850,Regular,32403.77,20,Casado,3,Temporal,,2025-01-01,2025-01-20
RA-2025012602,2025-01-26,209986710,Diego,Gómez,41,218506.38,760,Bueno,13586.2,18,Divorciado,3,Autonomo,1.0,2025-01-01,2025-01-20
RA-2025012601,2025-01-26,613375201,Dora,Rojas,30,112585.29,348,Malo,38084.71,38,Divorciado,0,Autonomo,0.0,2025-01-01,2025-01-20
RA-2025012606,2025-01-26,524914563,Mercedes,Cárdenas,46,59691.66,354,Malo,48007.81,14,Soltero,4,Desempleado,0.0,2025-01-01,2025-01-20
RA-2025012711,2025-01-27,069138885,Gloria,Rivas,61,249650.04,575,Malo,47028.49,26,Divorciado,1,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012719,2025-01-27,234524530,Julio,Camacho,68,237580.47,466,Bueno,8162.69,8,Casado,2,Fijo,0.0,2025-01-01,2025-01-27
RA-2025012718,2025-01-27,012723256,Julio,Arias,62,223724.72,428,Malo,30104.55,31,Casado,1,Temporal,0.0,2025-01-01,2025-01-27
RA-2025012717,2025-01-27,489679540,David,Martínez,49,143809.55,541,Regular,18288.18,38,Divorciado,5,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012715,2025-01-27,420384474,Mary,Rojas,72,185786.97,768,Regular,16940.36,13,Divorciado,5,Temporal,,2025-01-01,2025-01-27
RA-2025012714,2025-01-27,232541812,Fernanda,Parra,57,59923.39,425,Bueno,26036.71,4,Casado,5,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012713,2025-01-27,725218649,Yeison,Domínguez,77,129937.56,612,Bueno,29609.85,35,Divorciado,2,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012712,2025-01-27,514842322,Karen,Amaya,57,65971.11,838,Bueno,11720.1,4,Soltero,0,Fijo,1.0,2025-01-01,2025-01-27
RA-2025012710,2025-01-27,078909775,Farid,López,73,175259.61,500,Malo,25512.35,24,Soltero,5,Desempleado,,2025-01-01,2025-01-27
RA-2025012716,2025-01-27,990438192,Vanessa,Erazo,71,242199.13,411,Malo,17266.43,34,Divorciado,0,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012708,2025-01-27,732495547,Dayana,Rangel,63,26010.96,658,Regular,43389.04,36,Soltero,4,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012707,2025-01-27,289300776,Amparo,Arroyo,26,32486.15,420,Regular,8851.13,8,Divorciado,5,Fijo,,2025-01-01,2025-01-27
RA-2025012706,2025-01-27,484728936,Diego,Mejía,27,51549.14,441,Bueno,17846.28,26,Soltero,2,Temporal,0.0,2025-01-01,2025-01-27
RA-2025012705,2025-01-27,772891882,Ángel,Sánchez,30,32348.01,306,Bueno,29552.21,37,Casado,0,Fijo,0.0,2025-01-01,2025-01-27
RA-2025012704,2025-01-27,273649419,Santiago,Betancur,39,199262.8,423,Bueno,41549.97,14,Soltero,4,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012703,2025-01-27,156818687,Alexander,Naranjo,49,162322.07,448,Regular,8805.9,5,Casado,4,Temporal,,2025-01-01,2025-01-27
RA-2025012702,2025-01-27,876306188,Dubán,Romero,23,156127.81,839,Bueno,4294.89,17,Viudo,0,Autonomo,1.0,2025-01-01,2025-01-27
RA-2025012701,2025-01-27,690951514,Liliana,Cabrera,48,60341.86,484,Malo,45411.08,6,Soltero,0,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012709,2025-01-27,091631417,Luisa,Hernández,49,44224.54,453,Regular,29658.84,7,Casado,2,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012814,2025-01-28,391666512,Norbey,Mora,63,116019.13,809,Bueno,39149.29,28,Viudo,4,Desempleado,1.0,2025-01-01,2025-01-27
RA-2025012813,2025-01-28,172134431,Claudia,Fajardo,57,105608.28,765,Malo,8318.03,39,Viudo,3,Temporal,,2025-01-01,2025-01-27
RA-2025012811,2025-01-28,111747485,Alejandra,Henao,76,177992.04,613,Malo,49542.61,40,Soltero,0,Desempleado,,2025-01-01,2025-01-27
RA-2025012810,2025-01-28,462877943,Fernando,Giraldo,78,230505.69,709,Regular,15171.77,39,Divorciado,5,Fijo,1.0,2025-01-01,2025-01-27
RA-2025012809,2025-01-28,926473006,Carmen,Bravo,47,232070.35,343,Malo,41229.26,5,Divorciado,1,Fijo,0.0,2025-01-01,2025-01-27
RA-2025012808,2025-01-28,497160106,Alba,Fuentes,51,144715.67,663,Regular,14527.4,32,Divorciado,2,Fijo,1.0,2025-01-01,2025-01-27
RA-2025012812,2025-01-28,111035721,Jair,Calderón,51,112833.59,411,Malo,31747.43,13,Casado,1,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012806,2025-01-28,421921336,Andrés,Sánchez,25,216833.39,395,Bueno,4963.83,4,Viudo,2,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012805,2025-01-28,381335497,Jesús,Cortés,43,136382.21,763,Bueno,1706.13,0,Viudo,2,Temporal,1.0,2025-01-01,2025-01-27
RA-2025012804,2025-01-28,159362239,José,Rincón,28,199310.38,749,Bueno,20974.0,25,Viudo,3,Desempleado,1.0,2025-01-01,2025-01-27
RA-2025012803,2025-01-28,457088161,Nelcy,Salgado,40,146372.03,392,Malo,18916.22,36,Viudo,2,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025012802,2025-01-28,566620059,Alexander,Forero,67,198887.75,758,Bueno,40603.25,7,Viudo,3,Desempleado,1.0,2025-01-01,2025-01-27
RA-2025012801,2025-01-28,762876386,Manuel,Díaz,61,189072.85,639,Bueno,10029.05,13,Viudo,4,Temporal,,2025-01-01,2025-01-27
RA-2025012807,2025-01-28,701084706,Erika,Gómez,38,177458.35,827,Regular,38554.17,34,Soltero,5,Autonomo,1.0,2025-01-01,2025-01-27
RA-2025012911,2025-01-29,583085262,Omaira,Mosquera,64,57283.13,764,Malo,29509.93,3,Soltero,5,Temporal,0.0,2025-01-01,2025-01-27
RA-2025012910,2025-01-29,015476587,Yanet,Hernández,70,30516.31,835,Regular,32334.39,13,Soltero,0,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025012909,2025-01-29,855216773,Johanna,Rendón,43,226223.07,597,Regular,21433.28,2,Divorciado,4,Fijo,0.0,2025-01-01,2025-01-27
RA-2025012908,2025-01-29,032887858,Margarita,Gómez,25,65243.98,419,Malo,11169.58,12,Divorciado,5,Temporal,0.0,2025-01-01,2025-01-27
RA-2025012907,2025-01-29,223332161,Nicolás,Zapata,63,155391.07,791,Malo,31999.02,39,Casado,2,Temporal,,2025-01-01,2025-01-27
RA-2025012906,2025-01-29,220424480,Alberto,Fernández,69,90304.15,312,Malo,28264.88,0,Soltero,5,Temporal,0.0,2025-01-01,2025-01-27
RA-2025012904,2025-01-29,912854835,Yolanda,Muñoz,51,61117.18,522,Regular,37007.19,4,Casado,1,Fijo,0.0,2025-01-01,2025-01-27
RA-2025012903,2025-01-29,784135737,Olga,Cáceres,77,61983.63,324,Bueno,15071.31,7,Viudo,5,Temporal,,2025-01-01,2025-01-27
RA-2025012902,2025-01-29,313171450,Jaider,Fuentes,72,85112.33,433,Bueno,39708.87,2,Viudo,5,Autonomo,,2025-01-01,2025-01-27
RA-2025012901,2025-01-29,596582757,Jesús,Ortiz,76,170288.97,530,Regular,2149.43,19,Soltero,3,Autonomo,,2025-01-01,2025-01-27
RA-2025012905,2025-01-29,172193529,Leidy,Salazar,56,35778.88,704,Bueno,24077.56,16,Soltero,3,Temporal,0.0,2025-01-01,2025-01-27
RA-2025013009,2025-01-30,156930447,José,Torres,73,69099.38,716,Regular,25579.55,30,Viudo,2,Temporal,1.0,2025-01-01,2025-01-27
RA-2025013014,2025-01-30,684503779,María,Beltrán,34,169257.47,589,Malo,20964.1,34,Soltero,4,Desempleado,,2025-01-01,2025-01-27
RA-2025013013,2025-01-30,271384095,Alejandra,Velásquez,22,77322.58,421,Regular,29325.89,19,Casado,3,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013012,2025-01-30,674609027,Jorge,Galvis,23,156311.86,519,Regular,15779.58,0,Soltero,0,Temporal,,2025-01-01,2025-01-27
RA-2025013011,2025-01-30,178378939,Manuel,Guerra,25,161091.57,744,Malo,44476.39,38,Casado,0,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013015,2025-01-30,599813091,María,Ramírez,28,136084.64,423,Regular,32476.95,39,Viudo,5,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013008,2025-01-30,751002240,Jazmín,Rendón,38,249006.96,785,Regular,14935.91,40,Casado,0,Autonomo,1.0,2025-01-01,2025-01-27
RA-2025013010,2025-01-30,620661960,Fernando,Castellanos,79,103501.6,777,Malo,13860.56,31,Divorciado,4,Temporal,0.0,2025-01-01,2025-01-27
RA-2025013006,2025-01-30,797914091,Fernando,Trujillo,80,27799.36,584,Malo,11141.71,15,Soltero,3,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025013005,2025-01-30,034438525,Beatriz,Martínez,48,229494.46,570,Bueno,26737.07,1,Viudo,4,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013004,2025-01-30,267624478,Juan,Barrios,24,40399.24,842,Regular,26993.25,25,Casado,1,Autonomo,,2025-01-01,2025-01-27
RA-2025013003,2025-01-30,427266298,Camilo,Reyes,33,190340.93,763,Bueno,9282.56,25,Casado,0,Desempleado,1.0,2025-01-01,2025-01-27
RA-2025013002,2025-01-30,388150953,Dolly,Vargas,73,83951.46,508,Regular,25841.47,0,Soltero,1,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013001,2025-01-30,046129253,Adriana,Vergara,53,47963.23,338,Malo,8599.63,24,Viudo,1,Temporal,0.0,2025-01-01,2025-01-27
RA-2025013007,2025-01-30,545636390,Cristian,Cruz,24,86647.84,682,Bueno,30193.03,10,Soltero,4,Fijo,,2025-01-01,2025-01-27
RA-2025013120,2025-01-31,184431087,Ángela,Pérez,77,41238.11,684,Regular,22194.13,0,Soltero,3,Fijo,0.0,2025-01-01,2025-01-27
RA-2025013119,2025-01-31,089361676,Ruth,Vera,61,53162.94,669,Regular,30689.23,21,Casado,0,Temporal,,2025-01-01,2025-01-27
RA-2025013118,2025-01-31,217671940,Hernando,Narváez,76,67789.93,417,Bueno,12042.03,28,Soltero,5,Desempleado,,2025-01-01,2025-01-27
RA-2025013117,2025-01-31,563461049,Hernando,Herrera,22,57885.37,748,Malo,45180.52,6,Soltero,0,Fijo,0.0,2025-01-01,2025-01-27
RA-2025013116,2025-01-31,560173727,Catalina,Arrieta,31,23289.41,738,Bueno,36504.91,0,Casado,2,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025013115,2025-01-31,768924486,Edwin,Castro,46,218352.55,330,Regular,34684.99,10,Divorciado,3,Temporal,0.0,2025-01-01,2025-01-27
RA-2025013114,2025-01-31,733314026,Ana,Montoya,44,112104.3,660,Bueno,12561.82,39,Divorciado,2,Autonomo,1.0,2025-01-01,2025-01-27
RA-2025013112,2025-01-31,953457011,Juan,Hernández,37,101648.83,342,Malo,10282.95,30,Viudo,1,Temporal,,2025-01-01,2025-01-27
RA-2025013111,2025-01-31,042214577,Ángel,Bastidas,74,171545.89,336,Bueno,16360.54,30,Divorciado,0,Autonomo,,2025-01-01,2025-01-27
RA-2025013113,2025-01-31,506487457,Elver,Jiménez,79,81110.37,350,Regular,49819.66,28,Viudo,4,Desempleado,,2025-01-01,2025-01-27
RA-2025013109,2025-01-31,858318096,Jaider,Pérez,37,229750.87,804,Malo,27690.27,30,Viudo,4,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013108,2025-01-31,183914316,María,Posada,50,36235.35,606,Malo,19314.57,14,Casado,0,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025013107,2025-01-31,928244108,Ángel,Quintero,69,136552.13,532,Bueno,41749.22,1,Soltero,5,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013106,2025-01-31,900397447,Luz,Miranda,62,101367.2,481,Malo,38332.0,13,Casado,0,Autonomo,,2025-01-01,2025-01-27
RA-2025013105,2025-01-31,976152468,Iván,Díaz,36,56814.98,490,Regular,27189.92,7,Divorciado,5,Autonomo,,2025-01-01,2025-01-27
RA-2025013104,2025-01-31,239628711,Andrés,Mendoza,28,216480.01,514,Regular,5388.89,20,Divorciado,0,Fijo,0.0,2025-01-01,2025-01-27
RA-2025013103,2025-01-31,500726238,Alba,Fonseca,25,206714.83,476,Regular,49689.02,38,Soltero,2,Desempleado,0.0,2025-01-01,2025-01-27
RA-2025013102,2025-01-31,548978812,Erika,Benavides,34,154247.2,402,Regular,23178.42,34,Soltero,1,Autonomo,0.0,2025-01-01,2025-01-27
RA-2025013101,2025-01-31,149588757,Ángel,González,64,81242.08,513,Malo,14163.44,39,Viudo,0,Autonomo,,2025-01-01,2025-01-27
RA-2025013110,2025-01-31,118788685,José,Becerra,41,196094.74,846,Regular,41814.12,27,Viudo,0,Autonomo,1.0,2025-01-01,2025-01-27
RA-2025020124,2025-02-01,316675103,María,Herrera,78,84524.62,430,Bueno,26720.31,39,Soltero,3,Temporal,0.0,2025-02-01,2025-01-27
