CLIENTE_ID,NOMBRE,GENERO,EDAD,CIUDAD,FRECUENCIA_COMPRA,PRIMERA_COMPRA,ULTIMA_COMPRA,TIEMPO_CLIENTE_MESES,DIAS_ULTIMA_COMPRA
928,Liliana Pacheco,F,79,Cúcuta,19,2023-01-11,2025-06-07,29,8
929,Ester Vásquez Rodríguez,M,48,Bogotá,5,2023-01-04,2025-06-14,29,1
930,Olga Lizeth Arroyo Acosta,F,36,Barranquilla,10,2023-01-11,2025-06-12,29,3
931,José González,F,42,Villavicencio,11,2023-01-18,2025-06-15,29,0
932,María Ana García,M,67,Bucaramanga,15,2023-01-20,2025-06-05,29,10
933,Carolina Bautista,M,26,Tunja,19,2023-01-26,2025-06-04,29,11
934,Paola Rodríguez,M,26,Ibagué,9,2023-01-06,2025-06-13,29,2
935,Alejandro Miguel Bustamante García,F,45,Ibagué,14,2023-01-07,2025-06-15,29,0
936,Zoraida Myriam Flórez,M,68,Bogotá,16,2023-01-15,2025-06-15,29,0
937,Alfonso Mora Leal,F,33,Barranquilla,1,2023-01-25,2025-06-14,29,1
938,Franco Ramírez,F,21,Cartagena,7,2023-01-02,2025-06-10,29,5
939,Alejandro Roberto Agudelo Ruiz,M,57,Villavicencio,5,2023-01-12,2025-05-21,29,25
940,Sandra Cortés,F,56,Cali,4,2023-01-18,2025-06-11,29,4
941,Daniela Marta Ávila Ardila,F,77,Cartagena,7,2023-01-04,2025-06-14,29,1
942,Fernando Jaramillo,M,67,Ibagué,5,2023-01-16,2025-06-12,29,3
943,Juan Hernández,M,69,Ibagué,3,2023-01-04,2025-06-12,29,3
944,Alberto Chaparro,M,24,Medellín,14,2023-01-10,2025-06-15,29,0
945,Patricia María Cárdenas Escobar,M,24,Bogotá,5,2023-01-02,2025-06-08,29,7
946,Camilo Robinson Bravo Cruz,M,79,Tunja,2,2023-01-27,2025-06-08,29,7
947,Andrés Manuel Torres Ospino,M,79,Barranquilla,6,2023-01-01,2025-06-12,29,3
948,César Jorge Vélez,M,32,Cali,10,2023-01-12,2025-06-14,29,1
949,Liseth María Santos,F,40,Cartagena,7,2023-01-08,2025-06-10,29,5
950,Antonio Ortega León,M,22,Villavicencio,13,2023-01-15,2025-06-12,29,3
951,Paola Paola Díaz López,F,38,Bogotá,18,2023-01-18,2025-06-05,29,10
952,Josefa Caicedo Ortiz,M,62,Villavicencio,18,2023-01-16,2025-05-06,29,40
953,Andrés Valencia,M,54,Cúcuta,4,2023-01-23,2025-06-03,29,12
954,Helena Deisy Gómez,M,34,Medellín,17,2023-01-04,2025-05-28,29,18
955,Maritza Esther Vargas,M,77,Barranquilla,4,2023-01-25,2025-05-31,29,15
956,Nicolás Rojas Ardila,F,51,Medellín,16,2023-01-06,2025-06-09,29,6
957,Alejandra Luz Pinzón Triana,F,77,Ibagué,8,2023-01-15,2025-06-01,29,14
958,Andrea Juliana Escobar García,M,52,Medellín,6,2023-01-27,2025-06-03,29,12
959,Héctor Ballesteros Tovar,M,59,Cali,10,2023-01-14,2025-05-31,29,15
960,Lucía Salcedo,M,30,Ibagué,9,2023-01-03,2025-06-04,29,11
961,Óscar Cantillo Ortiz,F,34,Cartagena,9,2023-01-02,2025-06-07,29,8
962,Gabriel Luis Osorio,M,58,Villavicencio,2,2023-01-04,2025-05-31,29,15
963,Carmen Molina,F,77,Cartagena,1,2023-01-13,2025-06-09,29,6
964,Tatiana María Triana,F,27,Cúcuta,8,2023-01-19,2025-06-01,29,14
965,Rocío Triana Flórez,F,38,Ibagué,11,2023-01-19,2025-06-06,29,9
966,Ana Aura Caicedo,F,72,Ibagué,8,2023-01-05,2025-05-28,29,18
967,Doris Vanessa Carmona,F,76,Barranquilla,8,2023-02-08,2025-05-24,28,22
968,Alejandro Ramírez Sandoval,M,66,Ibagué,17,2023-01-15,2025-06-05,29,10
969,Mabel Carolina Palacio,M,77,Villavicencio,13,2023-01-08,2025-06-06,29,9
970,Héctor Ocampo Medina,M,36,Cali,12,2023-01-07,2025-06-04,29,11
971,Paola Janeth Molina Hoyos,M,18,Cúcuta,5,2023-01-08,2025-06-04,29,11
972,José Hernández,M,25,Barranquilla,8,2023-01-03,2025-06-13,29,2
973,Daniela Carmen Suárez,M,74,Tunja,11,2023-01-05,2025-06-15,29,0
974,Luis Mejía,M,18,Villavicencio,19,2023-01-06,2025-06-08,29,7
975,Jorge Cruz Acevedo,M,41,Cali,17,2023-01-05,2025-06-15,29,0
976,Nubia María Villamizar,F,22,Medellín,8,2023-01-05,2025-06-06,29,9
977,Zoraida Sara Ríos Suárez,M,75,Cartagena,14,2023-01-07,2025-06-02,29,13
978,Mario José Rubio Ortiz,M,53,Cúcuta,15,2023-01-03,2025-06-05,29,10
979,Jhon Edgar Franco,M,36,Bucaramanga,19,2023-01-02,2025-06-14,29,1
980,Isabel Romero Medina,M,45,Villavicencio,11,2023-01-13,2025-06-15,29,0
981,Carmen Johanna Benítez,M,75,Cartagena,5,2023-01-02,2025-06-09,29,6
982,María Valencia,F,47,Bogotá,8,2023-01-02,2025-06-15,29,0
983,Óscar Felipe Moreno Cano,F,27,Cartagena,15,2023-01-10,2025-05-29,29,17
984,José Hoyos Cruz,F,49,Cartagena,17,2023-01-02,2025-06-06,29,9
985,Daniel Castro,F,48,Tunja,8,2023-01-24,2025-06-06,29,9
986,Adriana Torres,M,42,Tunja,2,2023-01-02,2025-05-31,29,15
987,Angélica Mónica Bolaños Carmona,F,32,Ibagué,3,2023-01-06,2025-05-27,29,19
988,Jhon Gutiérrez,F,66,Cali,4,2023-01-13,2025-06-13,29,2
989,Antonio Ayala,M,31,Ibagué,9,2023-01-03,2025-06-14,29,1
990,Juan Alberto Valencia Córdoba,F,42,Villavicencio,18,2023-01-01,2025-06-10,29,5
991,Sandra Becerra Ortiz,M,27,Ibagué,4,2023-01-17,2025-06-02,29,13
992,Omaira Leydi González,M,29,Bucaramanga,8,2023-01-03,2025-06-03,29,12
993,Eliana Guerrero,F,19,Bucaramanga,13,2023-01-02,2025-06-15,29,0
994,Alberto Guillermo Salazar,F,70,Villavicencio,16,2023-01-01,2025-06-11,29,4
995,Felipe López López,F,49,Villavicencio,2,2023-01-21,2025-06-06,29,9
996,Amanda Milena Lozano,F,28,Cúcuta,15,2023-01-18,2025-06-12,29,3
997,Robinson Alexander Ramírez,F,34,Ibagué,18,2023-01-05,2025-06-11,29,4
998,Marcela Correa Pérez,M,72,Bucaramanga,8,2023-01-06,2025-06-11,29,4
999,Beatriz Patricia Romero Barrios,F,76,Barranquilla,18,2023-01-01,2025-06-12,29,3
1000,Sofía Ruiz Orozco,F,39,Barranquilla,12,2023-01-14,2025-06-11,29,4
1001,Alberto Escobar García,M,49,Tunja,14,2023-01-03,2025-06-03,29,12
1002,María María Rosero Pérez,F,66,Cúcuta,3,2023-01-03,2025-06-12,29,3
1003,Martín Camilo Castro,F,75,Barranquilla,7,2023-01-23,2025-05-27,29,19
1004,Olga Mejía Benavides,F,66,Cúcuta,9,2023-01-14,2025-06-14,29,1
1005,José Medina,F,64,Bogotá,13,2023-01-01,2025-06-12,29,3
1006,Alejandra Hernández,M,79,Bucaramanga,8,2023-01-08,2025-04-27,29,49
1007,Julio Soto,F,63,Ibagué,14,2023-02-03,2025-06-06,28,9
1008,José Fredy Reyes Castro,M,24,Cúcuta,12,2023-01-12,2025-06-05,29,10
1009,Fredy Martínez,M,49,Cúcuta,11,2023-01-10,2025-05-22,29,24
1010,Alberto Patiño Mejía,F,42,Cali,13,2023-01-17,2025-06-13,29,2
1011,Juan Pardo,F,35,Ibagué,15,2023-01-04,2025-06-13,29,2
1012,María Rosa Valencia,M,69,Bogotá,18,2023-01-12,2025-05-08,29,38
1013,Luis Daniel Zuluaga,M,48,Cali,19,2023-01-21,2025-05-15,29,31
1014,Esteban Reyes Granados,F,40,Villavicencio,12,2023-01-07,2025-05-26,29,20
1015,David Ospina,F,30,Tunja,11,2023-01-05,2025-06-15,29,0
1016,Marina Torres,M,54,Bucaramanga,1,2023-01-19,2025-06-07,29,8
1017,Julián Leal Roa,M,73,Medellín,19,2023-01-02,2025-06-11,29,4
1018,Augusto Felipe Mejía Mesa,M,40,Ibagué,7,2023-01-03,2025-06-15,29,0
1019,Jhon Carlos Sanabria,M,61,Medellín,5,2023-01-02,2025-06-15,29,0
1020,Luis Francisco Beltrán,F,64,Villavicencio,10,2023-01-06,2025-06-12,29,3
1021,Vanesa Judith Reyes Ordóñez,F,75,Ibagué,8,2023-01-17,2025-06-01,29,14
1022,José Néstor Ayala Cuéllar,F,18,Bogotá,5,2023-01-19,2025-05-27,29,19
1023,Marina Carmen Arias,M,20,Cali,4,2023-01-11,2025-04-24,29,52
1024,Luz Vargas,M,57,Cúcuta,10,2023-01-04,2025-05-15,29,31
1025,Iván Gómez Gaviria,M,51,Cali,10,2023-01-13,2025-05-24,29,22
1026,Sandra Correa Cerón,F,38,Medellín,14,2023-01-06,2025-06-02,29,13
1027,Alexis Edgar Osorio,M,56,Ibagué,2,2023-01-10,2025-06-15,29,0
1028,Diana Silva,F,58,Cartagena,13,2023-01-06,2025-06-07,29,8
1029,María Bautista Caicedo,F,26,Bucaramanga,4,2023-01-24,2025-06-15,29,0
1030,Elena Sandoval Ramírez,F,39,Tunja,12,2023-01-09,2025-05-28,29,18
1031,María Kelly Cortés Velasco,F,34,Cúcuta,14,2023-01-05,2025-05-30,29,16
1032,Hernando Velasco,F,74,Medellín,11,2023-01-01,2025-06-04,29,11
1033,María María Rojas Salcedo,M,33,Bucaramanga,6,2023-01-11,2025-06-10,29,5
1034,Antonio Eduardo Zapata Pérez,M,73,Villavicencio,5,2023-01-01,2025-06-12,29,3
1035,Nelson Felipe Torres,F,75,Cúcuta,15,2023-02-12,2025-06-08,28,7
1036,Raúl Jorge Sánchez Hernández,F,78,Bucaramanga,10,2023-01-02,2025-05-20,29,26
1037,Luis Alberto Herrera Gómez,F,41,Ibagué,3,2023-01-11,2025-06-12,29,3
1038,Fredy Edilberto Villegas Gómez,M,43,Villavicencio,6,2023-01-22,2025-05-31,29,15
1039,Carlos Ronald Prada,F,38,Bogotá,8,2023-01-10,2025-06-11,29,4
1040,Andrés Antonio Garzón Trujillo,M,56,Tunja,10,2023-01-12,2025-06-07,29,8
1041,Sindy Ospino Rodríguez,F,55,Medellín,4,2023-01-03,2025-06-09,29,6
1042,María Montoya Sarmiento,M,77,Barranquilla,13,2023-01-11,2025-06-12,29,3
1043,Viviana María Arias García,M,37,Cartagena,7,2023-01-25,2025-05-10,29,36
1044,Jesús Soto Guerrero,M,21,Barranquilla,14,2023-01-31,2025-06-05,29,10
1045,Adriana Figueroa Ortiz,F,20,Medellín,5,2023-01-19,2025-06-08,29,7
1046,Yolanda Gloria Peña Pérez,F,33,Cúcuta,4,2023-01-05,2025-06-01,29,14
1047,Frank Hernández,F,73,Medellín,2,2023-01-06,2025-06-11,29,4
1048,William Martínez Vera,F,47,Medellín,19,2023-01-09,2025-06-13,29,2
1049,Juan Guerrero,F,48,Ibagué,19,2023-01-01,2025-06-11,29,4
1050,María Ardila,M,66,Cali,14,2023-01-09,2025-06-07,29,8
1051,Rocío Romero Vergara,F,36,Cartagena,13,2023-01-11,2025-06-06,29,9
1052,Zoraida Olga Jiménez Ángel,F,29,Bogotá,6,2023-01-03,2025-06-02,29,13
1053,Dayana Mosquera,M,70,Bogotá,4,2023-01-27,2025-06-14,29,1
1054,Ana Delgado,F,36,Bucaramanga,13,2023-01-14,2025-06-02,29,13
1055,Arturo Óscar Medina Ortiz,F,53,Bogotá,17,2023-01-26,2025-06-14,29,1
1056,Juan Ramón Martínez Cifuentes,M,72,Cartagena,18,2023-01-11,2025-06-08,29,7
1057,Maira Bohórquez Giraldo,M,69,Bucaramanga,15,2023-01-12,2025-06-09,29,6
1058,Laura Ortega,M,28,Bucaramanga,13,2023-01-05,2025-06-01,29,14
1059,Gerardo Jaimes Leal,M,50,Cúcuta,6,2023-01-01,2025-06-12,29,3
1060,Leidy Molano Ramírez,F,21,Cali,16,2023-01-31,2025-06-11,29,4
1061,Carlos Enrique Londoño González,M,64,Barranquilla,15,2023-01-19,2025-05-30,29,16
1062,Julián Felix Núñez,M,23,Villavicencio,14,2023-01-03,2025-06-01,29,14
1063,Johan Gómez Hernández,M,77,Cúcuta,7,2023-01-03,2025-06-12,29,3
1064,Jhon César Sánchez,F,26,Tunja,16,2023-01-24,2025-06-15,29,0
1065,Bibiana Elena Giraldo Rodríguez,M,22,Cali,10,2023-01-30,2025-06-06,29,9
1066,Francisco Luis Sánchez Franco,M,67,Cali,13,2023-01-15,2025-06-05,29,10
1067,María Valderrama Campo,M,60,Cali,13,2023-01-02,2025-06-14,29,1
1068,Carlos Álvaro Marín,M,23,Medellín,13,2023-01-13,2025-06-14,29,1
1069,María Becerra Rojas,M,68,Tunja,19,2023-01-10,2025-06-15,29,0
1070,Andrés César Pinto,M,59,Cúcuta,14,2023-01-06,2025-06-08,29,7
1071,Jorge Ramírez Gutiérrez,M,43,Tunja,5,2023-01-06,2025-06-08,29,7
1072,Hugo Camilo Palacios,F,46,Barranquilla,5,2023-01-10,2025-06-14,29,1
1073,Mariana Mariana Morales Hernández,M,37,Ibagué,10,2023-02-04,2025-06-14,28,1
1074,Marleny Ángela Gómez,F,22,Tunja,6,2023-01-02,2025-06-15,29,0
1075,Javier Muñoz,F,43,Cali,7,2023-01-02,2025-06-02,29,13
1076,Esther Sandra García Orozco,F,56,Barranquilla,3,2023-01-04,2025-06-14,29,1
1077,Isabel Nidia Marín,F,18,Ibagué,4,2023-01-07,2025-06-04,29,11
1078,Luisa Méndez Toro,M,23,Cartagena,14,2023-01-06,2025-05-30,29,16
1079,Alirio Camilo Henao Vásquez,F,77,Ibagué,4,2023-01-18,2025-06-14,29,1
1080,Elena Lorena Paz Molina,F,38,Cartagena,12,2023-01-05,2025-06-12,29,3
1081,Daniel Chávez Villamizar,F,59,Bogotá,7,2023-01-11,2025-06-15,29,0
1082,Libia Yineth Sarmiento Márquez,M,52,Ibagué,14,2023-01-02,2025-06-10,29,5
1083,Constanza Carolina Narváez,F,73,Cartagena,16,2023-01-07,2025-06-15,29,0
1084,Daniel Rivas,F,33,Villavicencio,10,2023-01-13,2025-06-10,29,5
1085,Luis Marín,M,42,Cali,6,2023-01-10,2025-06-10,29,5
1086,Gina Damaris Gutiérrez,M,61,Medellín,13,2023-01-21,2025-05-23,29,23
1087,Hernando Mesa Mantilla,F,53,Ibagué,11,2023-01-03,2025-06-02,29,13
1088,Francisco Acosta,F,37,Bucaramanga,11,2023-01-06,2025-06-12,29,3
1089,Amparo Andrea Ramírez,M,74,Tunja,4,2023-01-06,2025-06-14,29,1
1090,William Herrera Parra,M,67,Cartagena,7,2023-01-01,2025-05-23,29,23
1091,Jhoana Flor Díaz Meza,M,23,Cúcuta,15,2023-01-07,2025-05-27,29,19
1092,Eduardo Guerra Pérez,F,35,Cartagena,11,2023-01-06,2025-06-02,29,13
1093,Manuel Lara,F,37,Ibagué,15,2023-01-02,2025-06-05,29,10
1094,Karen Eva Martínez González,M,65,Cartagena,10,2023-01-03,2025-06-11,29,4
1095,Eugenia Julieth Ortiz,F,43,Barranquilla,14,2023-01-09,2025-06-11,29,4
1096,Juan Sánchez,M,74,Cúcuta,18,2023-01-04,2025-05-31,29,15
1097,Angélica María Guevara Maldonado,M,22,Ibagué,5,2023-01-10,2025-06-13,29,2
1098,Isidro César Velandia,M,41,Medellín,19,2023-01-23,2025-06-11,29,4
1099,Alejandro Juan Carrillo,M,68,Barranquilla,12,2023-01-13,2025-05-27,29,19
1100,Fidel Pérez Ortega,M,74,Cúcuta,9,2023-01-06,2025-06-13,29,2
1101,Marcela Vanessa González,F,50,Tunja,4,2023-01-07,2025-06-13,29,2
1102,Johanna Alejandra Rodríguez,M,59,Bucaramanga,7,2023-01-13,2025-06-14,29,1
1103,Socorro Vergara Vargas,M,39,Tunja,1,2023-01-05,2025-06-12,29,3
1104,Beatriz Yina Ramírez Torres,F,34,Cartagena,2,2023-01-08,2025-06-15,29,0
1105,Leidy Triana Henao,F,45,Cartagena,11,2023-01-02,2025-06-12,29,3
1106,Sofía Navarro Sanabria,M,58,Bogotá,17,2023-01-02,2025-06-14,29,1
1107,Miguel Manuel Polo,F,34,Cúcuta,6,2023-01-06,2025-06-15,29,0
1108,Johana Patricia Ibarra,F,63,Cartagena,2,2023-01-03,2025-06-11,29,4
1109,Julio José Martínez,F,18,Bogotá,5,2023-01-02,2025-05-07,29,39
1110,Milena Cáceres Gómez,F,19,Tunja,16,2023-01-20,2025-06-07,29,8
1111,Alberto Cruz,F,74,Bogotá,10,2023-01-09,2025-05-23,29,23
1112,Diana Torres Molano,F,51,Tunja,16,2023-01-01,2025-05-30,29,16
1113,Carmen Marleny Gutiérrez Hurtado,M,68,Ibagué,7,2023-01-08,2025-05-25,29,21
1114,Alejandra Carmen Martínez,F,39,Cartagena,15,2023-01-01,2025-05-19,29,27
1115,Mery Lozano Salazar,F,57,Barranquilla,10,2023-01-10,2025-06-10,29,5
1116,Wilfredo Román Bernal Beltrán,F,52,Tunja,19,2023-01-01,2025-06-05,29,10
1117,Álvaro Bermúdez,F,66,Bucaramanga,7,2023-01-01,2025-06-13,29,2
1118,Fernanda Jackeline Sánchez,F,38,Barranquilla,4,2023-01-11,2025-05-31,29,15
1119,Frank Gómez,F,63,Barranquilla,15,2023-01-04,2025-06-09,29,6
1120,Luis Julián Valencia Sierra,F,73,Tunja,15,2023-01-01,2025-06-14,29,1
1121,Dayana Cristina Osorio Sepúlveda,F,39,Cartagena,14,2023-01-02,2025-06-10,29,5
1122,Fernando William Martínez Rojas,M,44,Cali,9,2023-01-01,2025-05-30,29,16
1123,Camila Marín Díaz,F,57,Medellín,17,2023-01-04,2025-06-15,29,0
1124,José García Castro,M,19,Bogotá,3,2023-01-06,2025-06-13,29,2
1125,Roberto Carlos Suárez,F,25,Cartagena,1,2023-01-01,2025-06-06,29,9
1126,José Rodríguez,F,59,Ibagué,3,2023-01-11,2025-06-06,29,9
1127,Astrid Rosa Martínez,M,23,Bogotá,18,2023-01-03,2025-06-13,29,2
1128,Bertha Inés Barrios,M,60,Tunja,5,2023-01-05,2025-06-07,29,8
1129,Isaac Andrés Sánchez Salazar,M,68,Bucaramanga,12,2023-01-08,2025-06-12,29,3
1130,Juan Javier Arboleda,F,27,Cali,9,2023-01-04,2025-05-19,29,27
1131,Paola Gaitán Sánchez,M,53,Medellín,8,2023-01-16,2025-06-07,29,8
1132,Darwin José Rojas,M,72,Cartagena,15,2023-01-02,2025-05-27,29,19
1133,Gustavo Prieto Cifuentes,F,32,Bucaramanga,14,2023-03-11,2025-06-12,27,3
1134,Wilson Ariza,F,57,Cúcuta,10,2023-01-07,2025-05-28,29,18
1135,Santiago Santos,F,77,Cali,6,2023-01-06,2025-06-15,29,0
1136,Isabel Dora Espinosa,F,29,Barranquilla,7,2023-01-06,2025-06-11,29,4
1137,Yuri Rangel Flórez,M,33,Cali,13,2023-01-16,2025-05-14,29,32
1138,Nicolás Fernando Torres,M,20,Villavicencio,18,2023-01-04,2025-06-08,29,7
1139,Nelson Víctor Muñoz Polo,F,60,Bucaramanga,6,2023-01-18,2025-06-10,29,5
1140,Paola Mónica Sánchez Castillo,F,50,Villavicencio,1,2023-01-08,2025-06-12,29,3
1141,Ángel Gustavo Rodríguez Cantillo,F,72,Villavicencio,8,2023-01-13,2025-06-12,29,3
1142,Yaneth Muñoz Rueda,F,54,Cartagena,16,2023-01-01,2025-06-13,29,2
1143,María María Sandoval Ramírez,M,60,Cali,4,2023-01-13,2025-05-31,29,15
1144,José Sánchez Jiménez,F,47,Cartagena,14,2023-01-08,2025-06-03,29,12
1145,Sandra Liliana Zapata Romero,M,71,Ibagué,9,2023-01-02,2025-06-02,29,13
1146,Lucy María Velásquez Flórez,M,29,Cartagena,14,2023-01-17,2025-06-05,29,10
1147,Ana Vásquez Fuentes,F,72,Bucaramanga,1,2023-01-02,2025-06-10,29,5
1148,Ángela Luz Mora,M,62,Medellín,13,2023-01-24,2025-06-14,29,1
1149,Rocío López,F,51,Ibagué,6,2023-01-05,2025-05-25,29,21
1150,Liliana María Rodríguez,M,75,Medellín,5,2023-01-01,2025-06-11,29,4
1151,Margarita Patricia González,M,42,Cali,1,2023-01-04,2025-06-08,29,7
1152,Humberto Álvaro Posada Hoyos,M,21,Barranquilla,2,2023-01-05,2025-06-07,29,8
1153,Mery Lina Rincón,F,43,Cúcuta,5,2023-01-02,2025-05-28,29,18
1154,Adriana Ayala,M,52,Villavicencio,9,2023-01-02,2025-06-14,29,1
1155,María Ana Hernández,F,69,Bucaramanga,18,2023-01-02,2025-06-14,29,1
1156,Juan Wilmer Arenas,M,23,Medellín,12,2023-01-02,2025-06-13,29,2
1157,Fernanda Diana Gaitán Saavedra,M,74,Cúcuta,2,2023-01-15,2025-05-30,29,16
1158,Patricia Marcela Padilla,F,64,Bogotá,12,2023-01-02,2025-06-15,29,0
1159,Hilda Laura Villa Vargas,M,26,Cartagena,2,2023-01-01,2025-06-09,29,6
1160,Julieth Maldonado Velasco,M,39,Villavicencio,12,2023-01-28,2025-06-08,29,7
1161,José Sánchez,F,45,Medellín,16,2023-01-01,2025-05-30,29,16
1162,Gabriela María Murillo Rosero,F,38,Ibagué,1,2023-01-05,2025-06-12,29,3
1163,Tania Ruiz Bastidas,M,38,Bucaramanga,2,2023-01-04,2025-06-12,29,3
1164,Germán Medina Fernández,M,58,Cartagena,15,2023-02-02,2025-06-12,28,3
1165,Juan Alonso Rojas Pardo,F,35,Tunja,11,2023-01-04,2025-06-09,29,6
1166,Miguel Zambrano,M,74,Cúcuta,16,2023-01-12,2025-06-15,29,0
1167,Sara Restrepo Beltrán,M,39,Bucaramanga,5,2023-01-13,2025-06-09,29,6
1168,Jairo Castro,M,61,Medellín,15,2023-01-03,2025-05-30,29,16
1169,Alfredo López López,M,44,Barranquilla,1,2023-01-03,2025-06-01,29,14
1170,Rafael Cabrera Díaz,M,37,Ibagué,16,2023-01-03,2025-05-31,29,15
1171,Esteban Arenas,F,51,Bogotá,3,2023-01-08,2025-06-06,29,9
1172,Eduardo Stiven Mosquera Torres,F,57,Tunja,15,2023-01-21,2025-06-12,29,3
1173,Enith María Ospino,F,56,Villavicencio,9,2023-01-12,2025-06-12,29,3
1174,Marleny Narváez Fernández,F,37,Bucaramanga,1,2023-01-15,2025-06-08,29,7
1175,Edwin Adolfo Yepes Mora,M,25,Tunja,3,2023-01-04,2025-06-11,29,4
1176,Tatiana Adriana Ibarra,F,21,Barranquilla,15,2023-01-22,2025-06-10,29,5
1177,Mery Contreras,M,55,Medellín,3,2023-01-05,2025-05-27,29,19
1178,Fabiola Durán,M,74,Ibagué,14,2023-01-02,2025-05-23,29,23
1179,Diana Sánchez,F,69,Cartagena,4,2023-01-13,2025-06-02,29,13
1180,Herney Fonseca Sánchez,M,29,Cúcuta,7,2023-01-01,2025-06-09,29,6
1181,Janeth Johana González Méndez,M,26,Medellín,13,2023-01-11,2025-05-19,29,27
1182,Nelson Pineda Castellanos,F,32,Cali,19,2023-01-06,2025-06-05,29,10
1183,Kevin Jairo Delgado Rico,F,50,Bogotá,2,2023-01-09,2025-06-14,29,1
1184,Luz Eugenia Ríos,F,73,Bogotá,6,2023-01-13,2025-06-03,29,12
1185,Ricardo Romero,F,31,Cartagena,8,2023-01-02,2025-05-24,29,22
1186,Alex Sierra Mejía,M,79,Ibagué,19,2023-01-04,2025-06-15,29,0
1187,Edwin Rodríguez Gutiérrez,M,47,Medellín,14,2023-01-07,2025-06-02,29,13
1188,Guillermo Osorio Marín,F,76,Medellín,17,2023-01-01,2025-06-13,29,2
1189,Alejandra Castañeda Correa,F,42,Barranquilla,14,2023-01-11,2025-06-12,29,3
1190,Francisco Vicente Leal,F,43,Villavicencio,16,2023-01-02,2025-06-10,29,5
1191,Lucía Cuéllar,M,74,Cali,14,2023-01-12,2025-05-21,29,25
1192,Orlando Sánchez Franco,M,68,Cúcuta,10,2023-01-01,2025-06-15,29,0
1193,Miguel Javier Angarita Hurtado,M,36,Ibagué,13,2023-01-02,2025-06-10,29,5
1194,Doris Cecilia Alzate,F,24,Bucaramanga,9,2023-01-24,2025-06-15,29,0
1195,Marcos Orlando Carvajal,F,76,Villavicencio,19,2023-01-14,2025-06-04,29,11
1196,Fredy Marín Villa,F,64,Cúcuta,14,2023-01-01,2025-06-03,29,12
1197,Milena María Arroyo,F,73,Tunja,4,2023-01-07,2025-06-15,29,0
1198,Yesenia Mendoza,M,57,Cali,9,2023-01-04,2025-06-03,29,12
1199,Viviana Ángela Navarro Vargas,F,50,Cúcuta,14,2023-01-08,2025-06-10,29,5
1200,Antonio Edwin Mora,M,28,Medellín,3,2023-01-09,2025-06-15,29,0
1201,Cristina Stella García,M,58,Ibagué,14,2023-01-29,2025-06-02,29,13
1202,José Jaime Rueda Cortés,M,47,Tunja,4,2023-01-06,2025-06-07,29,8
1203,Jaime Carlos Silva Rojas,F,76,Cúcuta,8,2023-01-26,2025-06-14,29,1
1204,Andrés Ospina,M,19,Cartagena,14,2023-01-08,2025-05-30,29,16
1205,Jairo Álvarez,M,39,Bogotá,16,2023-01-01,2025-06-14,29,1
1206,Luisa Ospina,F,46,Bucaramanga,17,2023-01-04,2025-05-21,29,25
1207,Luis Castillo Suárez,F,65,Barranquilla,12,2023-01-20,2025-06-08,29,7
1208,Gustavo Francisco Arrieta Campo,M,52,Ibagué,14,2023-01-16,2025-06-04,29,11
1209,Jonathan John Rodríguez,M,67,Ibagué,5,2023-01-17,2025-05-16,29,30
1210,Diego Salamanca,F,65,Barranquilla,5,2023-01-01,2025-05-30,29,16
1211,Diana Rodríguez,F,20,Bucaramanga,1,2023-01-04,2025-06-13,29,2
1212,Álvaro Diego Loaiza García,M,70,Medellín,9,2023-01-01,2025-06-15,29,0
1213,Ricardo Díaz,M,78,Bucaramanga,4,2023-01-01,2025-06-07,29,8
1214,William James Santos Velandia,M,52,Villavicencio,2,2023-01-12,2025-06-14,29,1
1215,Esperanza Moreno Henao,F,41,Bucaramanga,1,2023-01-05,2025-06-05,29,10
1216,Andrés Nelson Burgos Herrera,M,25,Bogotá,15,2023-01-02,2025-06-10,29,5
1217,Héctor John Hernández Hernández,F,57,Cúcuta,12,2023-01-05,2025-06-05,29,10
1218,Mónica Andrea Reyes,M,63,Cartagena,15,2023-01-16,2025-06-04,29,11
1219,Sandra Contreras,M,58,Barranquilla,8,2023-01-01,2025-05-15,29,31
1220,Maricela Claudia Soto,M,38,Medellín,6,2023-01-31,2025-06-10,29,5
1221,Camilo Beltrán,M,37,Ibagué,19,2023-01-04,2025-05-26,29,20
1222,David Luis Correa,M,21,Medellín,7,2023-01-13,2025-06-07,29,8
1223,Luis Anderson Barrios,F,45,Barranquilla,4,2023-01-03,2025-06-15,29,0
1224,Antonio Arturo Mesa Moreno,F,39,Tunja,13,2023-01-01,2025-06-05,29,10
1225,Yamile Leydi Montoya Giraldo,F,20,Bogotá,12,2023-01-16,2025-06-14,29,1
1226,Andrés Jader Narváez,F,19,Bogotá,2,2023-01-20,2025-05-22,29,24
1227,Jorge Alexander Rodríguez Parra,M,44,Bucaramanga,9,2023-01-03,2025-06-15,29,0
1228,Lina Melba Hernández,F,18,Barranquilla,6,2023-01-10,2025-06-01,29,14
1229,Laura Shirley Gómez Arias,F,23,Cali,18,2023-01-04,2025-06-13,29,2
1230,Valentina Cardona,M,34,Tunja,12,2023-01-02,2025-06-02,29,13
1231,Cindy Díaz,F,23,Barranquilla,8,2023-01-02,2025-06-14,29,1
1232,Sandra Jiménez,F,36,Medellín,10,2023-01-01,2025-05-31,29,15
1233,José Lozano Castro,M,18,Villavicencio,13,2023-01-02,2025-05-29,29,17
